state_name,city,"ROUND(AVG(Median),1)"
Arizona,Gilbert,145477.1
Virginia,Waterford,145378
Pennsylvania,Denver,145238
Illinois,"Arlington Heights",145228.5
Connecticut,Stratford,145210.8
Colorado,Evergreen,145138.3
Massachusetts,Methuen,145094.7
Pennsylvania,Yardley,144981.5
Oregon,Ashland,144948
Georgia,Douglasville,144916.8
Florida,Venice,144881.1
Colorado,Vail,144784.3
Virginia,Arlington,144748.1
Tennessee,Dickson,144695
"New York","Little Neck",144391.3
Indiana,Martinsville,144141.7
Maryland,"Fort Washington",143996.2
"New York","Yorktown Heights",143919.3
Iowa,Newton,143906.7
Ohio,Worthington,143859
Michigan,China,143788.3
"South Carolina",Greenwood,143705.2
Maryland,Thurmont,143593
Michigan,"Allen Park",143506.7
Delaware,Dover,143407.6
Ohio,Loveland,143079
"New York",Brockport,143043
Missouri,Fenton,143026
Minnesota,"Eden Prairie",142934.2
Indiana,Pendleton,142904
California,"Lake Forest",142865.2
"North Carolina",Davidson,142838
Florida,"Coral Gables",142831.4
California,Healdsburg,142743
Wisconsin,Muskego,142701.7
"New York","Oyster Bay",142667
Oklahoma,Owasso,142601
Texas,Spring,142590.2
Connecticut,"West Haven",142515.5
Colorado,Carbondale,142501.7
Texas,"Universal City",142484.3
California,Antelope,142482
Illinois,Barrington,142459
Oregon,"Grants Pass",142284.6
"New York",Amityville,142273.7
Illinois,Flossmoor,142242
Texas,Wylie,142235.8
Virginia,Reston,142182
California,Upland,142180.2
Utah,"American Fork",142074
Florida,Lauderhill,142016.6
Florida,Destin,141970
Iowa,"Sioux Center",141937.3
Michigan,Saline,141922.7
Illinois,Riverside,141845
"New York","West Sand Lake",141813.3
California,Sebastopol,141788
Maryland,Kensington,141540
California,"San Ramon",141478.2
Texas,Bedford,141465.7
"New York",Chappaqua,141413
California,"Fair Oaks",141350
Maryland,Sharpsburg,141217.3
"New York","Mount Sinai",141212
Texas,"Farmers Branch",141198.3
Virginia,Mathews,141060.7
"New Jersey","North Bergen",140938.3
"North Carolina","Mount Airy",140926.2
Arkansas,Bryant,140892.8
Pennsylvania,Somerset,140821
"New York",Beacon,140743.7
"South Carolina","Goose Creek",140739.5
"New York","Port Henry",140448
Alabama,Opelika,140344.6
Maryland,Poolesville,140217
Massachusetts,Falmouth,140099.7
Texas,Colleyville,140092.5
Georgia,Snellville,139809.4
"New York",Bayside,139716.5
Ohio,"North Canton",139689.7
California,"Arroyo Grande",139652.7
Tennessee,Bartlett,139553.3
Washington,Snohomish,139506.8
California,"San Jose",139497.6
Alabama,Odenville,139408.3
Iowa,"Sioux City",139370.1
Illinois,Mundelein,139307
Georgia,Canton,139273.2
Minnesota,Edina,139225.6
Arizona,"Litchfield Park",139198.7
"New Jersey",Parsippany,139100.5
California,"Oak Park",139099
Connecticut,Simsbury,139057
Wisconsin,"New Berlin",138947.2
Illinois,Lombard,138947.2
California,Chino,138879.5
"New York","North Syracuse",138876.3
California,Ramona,138847.7
"New York","Saint James",138770
Virginia,Gloucester,138759.3
California,"Pacific Palisades",138617.5
Massachusetts,Mattapan,138577
Pennsylvania,Bethlehem,138517.7
Minnesota,Rochester,138477.6
Colorado,Cortez,138457
Pennsylvania,Bangor,138440
Massachusetts,Belmont,138354.3
Texas,Aledo,138240.5
Virginia,"Front Royal",138221.3
Maryland,Hurlock,138207
"New Jersey",Summit,138206.5
Connecticut,Danbury,138090.3
"New Jersey","Port Monmouth",138087
"New Jersey",Chatham,138081.5
Texas,Rosenberg,138039.3
Texas,Dayton,138023
"New Jersey",Plainsboro,137948.5
California,"Aliso Viejo",137931.5
Connecticut,Hamden,137852
Texas,Midland,137734.8
Missouri,Imperial,137609
Massachusetts,Amherst,137590
"New Jersey",Ocean,137576
Utah,Highland,137501.5
Florida,Oldsmar,137497
"New York","Wading River",137303
Illinois,Carmi,137158
"New Hampshire",Rochester,137071.7
Illinois,Westmont,137040
Florida,Windermere,136987
Florida,"Altamonte Springs",136964
"North Carolina",Garner,136778.3
Texas,Euless,136701.3
California,"Santa Barbara",136623.9
Georgia,Ellenwood,136584.3
"New York","West Sayville",136578
California,"Laguna Niguel",136506.3
"North Carolina",Wentworth,136456
California,Covina,136411.1
Maryland,"Upper Marlboro",136337.8
Pennsylvania,Wexford,136221
Maine,Biddeford,136211.3
Oregon,Pendleton,136164.3
Tennessee,Collierville,136100.8
Tennessee,Hixson,136061
"New York",Cornwall,135978
Virginia,Appomattox,135889.7
Florida,Osprey,135748
"New York",Eastchester,135648.5
Pennsylvania,Venetia,135628
California,"Baldwin Park",135612.5
Massachusetts,Stow,135560.5
Michigan,"Grosse Pointe Woods",135481.8
Washington,Bellevue,135474.6
Indiana,Goshen,135387.7
California,Torrance,135338.2
Massachusetts,Nantucket,135315.8
"New York","East Hampton",135058
Connecticut,Wethersfield,134966.5
Pennsylvania,Mechanicsburg,134962.4
Utah,"South Weber",134935
California,Fremont,134866.8
California,"Palm Desert",134782
Illinois,Alsip,134739
Washington,Shoreline,134529.8
"New York",Whitestone,134488.8
Florida,"Cocoa Beach",134443.3
Washington,Arlington,134394.7
Texas,Pearland,134362.2
"Rhode Island",Johnston,134358
Arkansas,Rogers,134266.7
California,"Mountain View",134245
Illinois,Niles,134105.8
"New Jersey",Morristown,134029.8
Kentucky,Elizabethtown,134006.3
California,Walnut,133974.8
Texas,Odessa,133902.5
Maryland,Waldorf,133899.3
Wisconsin,Mayville,133842.7
Maryland,Frederick,133635.4
"New Jersey","Woodcliff Lake",133588
Pennsylvania,Muse,133545
Maryland,"Silver Spring",133482
Minnesota,"New Hope",133476
Ohio,Sidney,133444.3
"New Jersey",Union,133417.4
Ohio,"New Washington",133347
Massachusetts,Lynnfield,133318
"New Jersey",Nutley,133316.5
"New York","Old Westbury",133122.5
Texas,Waxahachie,133111.2
Virginia,Hamilton,133062
Texas,Crosby,133047.7
Hawaii,"Ewa Beach",133018.2
Michigan,Elsie,132962.7
California,Glendora,132925.6
Massachusetts,Lakeville,132817
"New York",Yonkers,132785.7
California,Sunnyvale,132776
Pennsylvania,"Conneaut Lake",132760.7
Pennsylvania,Hummelstown,132737.3
Michigan,Interlochen,132718
Illinois,Lisle,132649.7
Idaho,"Post Falls",132635.7
Pennsylvania,Lancaster,132565.3
"New York","Central Islip",132559.3
Arizona,Goodyear,132428
Texas,Midlothian,132270.2
Nevada,Elko,132248.2
"South Carolina",Bluffton,132220
"Rhode Island","West Warwick",132122.3
California,"Laguna Beach",132120
"New York",Albany,131951.6
Kentucky,"Ft Knox",131867
Wisconsin,Janesville,131844.4
Indiana,Swayzee,131824.7
Oregon,Seaside,131810.3
Massachusetts,Wareham,131722
Virginia,Moseley,131598
Wisconsin,Kenosha,131545.8
"New Jersey",Livingston,131466.3
Illinois,"Melrose Park",131452
Michigan,Richmond,131295.3
Indiana,"West Lebanon",131249
Idaho,Blackfoot,131174.3
Pennsylvania,"Elkins Park",131032
Iowa,"Eagle Grove",131020
Illinois,"Downers Grove",131016.8
"New York",Jamaica,130999.2
"North Carolina",Wendell,130787.7
Oregon,Beaverton,130753.6
Utah,"Spanish Fork",130742.7
Illinois,Geneva,130734
Iowa,"West Des Moines",130609.4
Texas,Woodway,130570.2
Georgia,Bethlehem,130482.3
Georgia,Woodstock,130407.4
Minnesota,Pipestone,130331
Arizona,Payson,130328.7
"New Jersey",Brielle,130313.5
Florida,"St Augustine",130284.9
Washington,Puyallup,130196.1
Ohio,Fairfield,130196
Texas,Sunnyvale,130195.5
"Rhode Island","East Providence",129701.7
"New York",Cortland,129640.7
Utah,"West Jordan",129631.9
Ohio,Galena,129598
Georgia,Alpharetta,129578.9
"New Jersey","Park Ridge",129541.5
Minnesota,"Brooklyn Park",129469.7
Indiana,Greensburg,129440.3
Virginia,Bristol,129364.7
Florida,Seffner,129363.7
Virginia,Roanoke,129359.8
Wisconsin,Ripon,129310.7
Wisconsin,Waukesha,129297
Pennsylvania,Waynesboro,129271.3
Nevada,Overton,129229
Tennessee,Adamsville,128953.3
Kansas,"Dodge City",128722.3
Washington,Mukilteo,128683.8
Mississippi,Lucedale,128626.7
California,Encino,128601
Illinois,Bourbonnais,128585.3
Pennsylvania,Foxburg,128548.7
Texas,Carrollton,128510.8
Ohio,Bucyrus,128510
Kansas,Shawnee,128450
California,"Morgan Hill",128291
California,Avery,128290.3
"New Jersey",Dover,128207.2
California,"Del Mar",128207
Oregon,Tillamook,128194
California,"Rancho Palos Verdes",128089
Missouri,"St Peters",128012.8
Pennsylvania,Emporium,127991
Georgia,Cartersville,127985.3
California,"Ladera Ranch",127816
Florida,"Coral Springs",127806.9
Oregon,Roseburg,127799.7
Florida,Perry,127787.3
Pennsylvania,Orefield,127785
Texas,Prosper,127641
"New York",Suffern,127616.2
"North Carolina","East Bend",127604
Ohio,Lisbon,127575
Pennsylvania,Meadville,127493
Indiana,"Beech Grove",127353.3
"New Jersey",Phillipsburg,127339
Delaware,"Ocean View",127254.5
Colorado,"Highlands Ranch",127180.2
Michigan,Canton,127134
"New Jersey",Montclair,127098.5
Montana,Helena,127074.4
Florida,Homestead,127072.7
Kentucky,Richmond,127011.8
Connecticut,Wallingford,126995.2
Louisiana,"Morgan City",126886.3
Pennsylvania,Jenkintown,126825
California,"Granite Bay",126823
California,"La Mirada",126745.2
Georgia,"Warner Robins",126728
Minnesota,Chanhassen,126689
Ohio,Columbiana,126657.7
Texas,"New Braunfels",126578.6
Pennsylvania,"Lafayette Hill",126563
Massachusetts,Scituate,126555
Ohio,"Olmsted Falls",126545
Utah,Bountiful,126531.5
Missouri,Neosho,126527.3
"New York",Shoreham,126510
Florida,Callahan,126509
Pennsylvania,Limerick,126465
Pennsylvania,Wayne,126350.4
Virginia,Lovettsville,126348
Florida,Arcadia,126342.3
Minnesota,Hibbing,126231
Utah,Clearfield,126221.7
Florida,Quincy,126160.3
Georgia,"Johns Creek",125949.5
Texas,Pittsburg,125939.7
Oregon,"St Helens",125927
"New Jersey",Jamesburg,125822
"New Jersey",Whippany,125798
"Rhode Island",Pawtucket,125738.7
Connecticut,Greenwich,125726
"New York","Middle Village",125723.8
Arizona,Cottonwood,125696.7
Kansas,"Great Bend",125686.7
Maine,Waterville,125678.3
Indiana,Lakeville,125670
"New Jersey",Marlboro,125598
Wisconsin,"Stevens Point",125494.7
Illinois,Pekin,125328.3
Utah,"Eagle Mountain",125301.7
Nebraska,Beatrice,125282.7
Virginia,Salem,125282.7
"New York",Irvington,125244
Texas,Roma,125230.3
Nevada,Fallon,125191.3
"South Carolina","Hilton Head Island",125188.2
Alabama,Talladega,125158.3
Michigan,Northville,125157
"New Jersey",Belleville,125133.2
Texas,Mathis,125114
"West Virginia","St. Albans",125093.3
Massachusetts,Charlton,125022
Ohio,Urbana,124974
California,"West Covina",124947
Maryland,"Forest Hill",124926.5
Kansas,Leawood,124920.5
Texas,Arp,124901.7
Virginia,Chesapeake,124815.6
Kansas,"Overland Park",124774.8
"North Carolina",Whiteville,124745.3
Idaho,"Idaho Falls",124693.4
Kansas,Leavenworth,124689
Utah,"St George",124672
Massachusetts,Acton,124665
Massachusetts,Allston,124598
California,Downey,124512.5
Massachusetts,Beverly,124445
California,Anaheim,124430.6
California,Lebec,124398
"New York",Northport,124318
Massachusetts,Westfield,124294.7
Texas,Kerrville,123868
Minnesota,"Silver Bay",123859.7
Michigan,"Bloomfield Hills",123833.2
Missouri,Vienna,123820.7
Missouri,Berkeley,123802.7
Kentucky,Madisonville,123742.7
Michigan,Southgate,123721.3
"New Jersey",Roosevelt,123690.5
California,Vallejo,123516.5
"New Jersey",Lodi,123510.3
"New Jersey",Hainesport,123393
Massachusetts,Newtonville,123287
California,Carlsbad,123259.6
California,"Playa Del Rey",123246.5
Pennsylvania,Furlong,123189
"New Jersey",Lebanon,123170
"New York",Goshen,123088
Florida,"Haines City",123057.7
Nebraska,Bellevue,123008.6
California,"Elk Grove",122880.1
Illinois,"Glen Ellyn",122853
California,Milpitas,122828.2
"South Carolina","North Augusta",122770.3
Arizona,"Cave Creek",122769.8
Maryland,Huntingtown,122762
California,Salinas,122695.8
Oregon,Sandy,122682.2
"New Jersey",Waretown,122641
Indiana,Greenwood,122618.6
Pennsylvania,Bridgeport,122480
Minnesota,Shakopee,122458
"New Jersey",Moorestown,122357.5
Massachusetts,Bedford,122331
"West Virginia",Tornado,122329.3
Missouri,"Jefferson City",122318.4
Arizona,"Apache Junction",122305.7
Georgia,"Stone Mountain",122223.8
"New Jersey",Lindenwold,122040.7
Michigan,Romeo,122002
Florida,Plantation,121995.9
Texas,Kingwood,121989.2
Ohio,Medina,121841
Virginia,Manassas,121785.2
Pennsylvania,Dallas,121635
Indiana,Franklin,121599
"New Mexico",Artesia,121597.3
Georgia,Tucker,121566
Michigan,"Traverse City",121565.8
Florida,"Wesley Chapel",121507.5
Mississippi,"Moss Point",121388.7
Massachusetts,Hanover,121376
Texas,Weatherford,121254.2
Florida,"Cutler Bay",121129
California,"Cameron Park",121110
"New Mexico",Moriarty,121067.2
Pennsylvania,Tamaqua,120975
Pennsylvania,"Bethel Park",120850.8
Tennessee,Lebanon,120834.7
Michigan,"Grosse Pointe Farms",120719
"North Carolina",Edenton,120696.3
"New Jersey",Bernardsville,120693
Georgia,Acworth,120652.8
"New York",Scotia,120652.5
California,"Los Alamitos",120644.7
Wyoming,Cheyenne,120491.4
Massachusetts,Taunton,120489.8
Illinois,"Lake Zurich",120473
Michigan,"Garden City",120293.5
Arkansas,"Mountain Home",120287.7
Massachusetts,Somerville,120159.1
California,"Canyon Country",120129
Florida,"South Miami",120117.2
Alabama,Madison,120062.2
"New York",Lincolndale,120060
California,Menifee,120042.8
"New York",Endicott,119979.3
Connecticut,"Sandy Hook",119969
Connecticut,Bristol,119958
Arizona,"Lake Havasu City",119914.8
California,Highland,119868
Tennessee,"Lookout Mtn",119866
"New York",Merrick,119820
Pennsylvania,Warrington,119770
Louisiana,Jefferson,119748.7
Missouri,Lebanon,119743
Colorado,Littleton,119737.6
Illinois,Elmhurst,119728.6
"South Carolina",Newberry,119722.7
Maryland,"Glenn Dale",119701
Washington,"East Wenatchee",119694.8
Kentucky,Barbourville,119660.7
Ohio,Conneaut,119510.7
Ohio,Bedford,119477.8
Massachusetts,Duxbury,119460.5
Florida,Williston,119405.7
California,Clayton,119296.5
Pennsylvania,"Camp Hill",119219.5
Virginia,Winchester,119059.5
Virginia,Spotsylvania,119004.2
Georgia,Toccoa,118808.3
"New Jersey",Somerset,118807.4
"New Jersey",Waldwick,118775
Michigan,Southfield,118724.1
Maryland,"Oxon Hill",118691.5
Washington,"Moses Lake",118683.2
Minnesota,Anoka,118640
California,Roseville,118634.3
"North Dakota","Grand Forks",118544.6
California,Cerritos,118520.2
California,"Rancho Santa Margarita",118476.8
Arizona,Chandler,118475
Michigan,"Huntington Woods",118436
Arizona,Thatcher,118384.3
California,Fairfield,118154.6
"New York",Schenectady,118136.8
"New Jersey","New Providence",118134
"New York","Lake Grove",117847
Pennsylvania,"Plymouth Meeting",117665
Michigan,Macomb,117556
"New Jersey",Madison,117500
Iowa,Johnston,117459.5
"New Mexico","Los Lunas",117371.2
Mississippi,Amory,117338.3
"South Carolina",Aiken,117242.7
Florida,"Port Charlotte",117223.4
"New York",Seaford,117211
Colorado,Brighton,117138.5
California,"Hermosa Beach",117114
Arizona,Winslow,117110.3
"New York","Garden City Park",117064
Indiana,Newburgh,116946.5
California,Irvine,116929.3
"New Jersey",Allendale,116804
Florida,Lithia,116789
California,Herald,116734
Texas,Lewisville,116718.9
Nevada,Henderson,116706
Florida,"Lake Placid",116675.3
California,"Thousand Oaks",116625.2
Iowa,"Cedar Falls",116609.6
Florida,"Bay Harbor Islands",116603.7
Nebraska,Columbus,116552.5
Missouri,Kirkwood,116543
Illinois,"Oak Lawn",116531.7
Wisconsin,Marion,116450.3
"New York",Cuba,116445.7
Ohio,"Chagrin Falls",116387
California,Hayward,116343.2
Massachusetts,Everett,116200.2
Maryland,Mitchellville,116168
Florida,Leesburg,116124.3
Illinois,Elburn,116096.5
"New Jersey","Saddle River",116062
Texas,"Deer Park",116007
"New Jersey",Stanhope,115956
Illinois,Wheeling,115954.5
"New York",Nesconset,115786
California,"Redwood City",115783.7
Alabama,Bessemer,115705.9
"New York",Farmingville,115702
Delaware,Newark,115577.1
Tennessee,Hendersonville,115554.3
"New York","Miller Place",115485
California,Orangevale,115445.2
Massachusetts,Canton,115347
Maryland,"Clear Spring",115305.2
Connecticut,Higganum,115269
Indiana,Columbus,115232.8
Michigan,Troy,115221.3
Connecticut,Cheshire,115115.5
California,"San Dimas",115112.6
Pennsylvania,Lewistown,115068.6
Georgia,Millen,115043.3
Virginia,"Virginia Beach",114946.3
Florida,"North Miami Beach",114780.2
Colorado,Greeley,114736.2
"New York",Lancaster,114720.8
Washington,Lynnwood,114597.1
Michigan,Wixom,114558
Massachusetts,"East Walpole",114549
Pennsylvania,Doylestown,114529
California,"Grass Valley",114513.2
Massachusetts,Ayer,114277
Massachusetts,Norwell,114268
Maryland,Boonsboro,114243.8
"New Jersey",Ringoes,114165
Colorado,Loveland,114135.1
"New York",Freeport,114076.7
Colorado,Boulder,114068.5
Illinois,"Chicago Heights",114010.5
"New Jersey",Kenilworth,113894
Utah,Ogden,113885.4
California,"San Clemente",113834
"New York",Thiells,113806
California,"Pleasant Hill",113652.5
Utah,"Park City",113647.7
"New York","East Norwich",113516
"New York",Hempstead,113369.3
Minnesota,"Pine Island",113325
Utah,"West Valley City",113276.1
Ohio,Lewis,113199
California,"San Jacinto",113165.5
California,"La Puente",113085.7
"New Jersey",Jackson,113080.4
"New York",Amsterdam,113057.2
Texas,Friendswood,113044
Minnesota,Willmar,113025.2
Indiana,Valparaiso,112974.2
Florida,Parkland,112964
California,Aptos,112938.6
California,Norwalk,112916.3
California,"Huntington Beach",112902.7
California,"Walnut Creek",112899
Nevada,Sparks,112890.2
"Rhode Island",Wakefield,112847.6
Washington,Kent,112806.8
Massachusetts,Hingham,112759
Iowa,Harlan,112742.5
Pennsylvania,Wynnewood,112699
Illinois,Schaumburg,112676.3
"New Jersey",Watchung,112658
Connecticut,Colchester,112555
"New Jersey",Mickleton,112554
Connecticut,Norwalk,112487.8
Florida,"Saint Cloud",112450.8
Texas,Burleson,112442
Colorado,"Pueblo West",112403.5
Michigan,Livonia,112382.1
Louisiana,Marrero,112362.5
"New Jersey","Bay Head",112255
Massachusetts,Plymouth,112241.4
"New York","Pine Bush",112233.3
Maryland,"North Potomac",112166
Ohio,Bellefontaine,112141.8
California,"Sun Valley",112113
Colorado,Larkspur,112113
Pennsylvania,Collegeville,112111
California,Clovis,112036.9
Massachusetts,Wilmington,111923
"New York",Bridgehampton,111914
Florida,Jupiter,111896.9
Michigan,Howell,111807
Illinois,Addison,111801.8
California,Arcadia,111776
Wisconsin,"South Milwaukee",111730
"New Jersey",Mahwah,111672.5
"New Hampshire",Windham,111646
Minnesota,Eagan,111530
Massachusetts,"North Reading",111509
"New York",Westbury,111460
"New York",Pittsford,111452
Connecticut,"Gales Ferry",111421
Texas,Humble,111415.8
Michigan,Clarkston,111391.6
Maryland,Cheverly,111374
Massachusetts,Fitchburg,111213
Massachusetts,"East Freetown",111071
Missouri,O'fallon,111008.5
Iowa,Muscatine,110905
Georgia,Watkinsville,110719
Wisconsin,Whitewater,110619.7
Maryland,Accokeek,110583
Wisconsin,Burlington,110534.4
Pennsylvania,Murrysville,110522.7
Arkansas,Benton,110426.5
Washington,Auburn,110401.5
California,Vacaville,110327
Pennsylvania,Berwick,110317.2
"South Carolina",Florence,110299.9
Florida,Auburndale,110284.2
Illinois,Elgin,110239.3
Ohio,Bexley,110140
California,"San Diego",110044.7
Massachusetts,Longmeadow,110033
Utah,Santaquin,110011.2
Hawaii,Honolulu,109976.5
California,Lawndale,109943.2
Maryland,Arnold,109882.5
"North Dakota",Fargo,109873.5
Arizona,"El Mirage",109762
Connecticut,Seymour,109706
Minnesota,Austin,109669.2
Mississippi,Oxford,109662.8
Ohio,Steubenville,109645
"North Carolina","Chapel Hill",109558.7
Texas,Gladewater,109548
"New Jersey",Hillsborough,109518.5
California,"San Juan Capistrano",109386.8
Massachusetts,Waltham,109348.7
Illinois,Waukegan,109258
Colorado,"Fort Morgan",109244
California,Encinitas,109243.2
California,"San Francisco",109217.6
California,Richmond,109158.3
Wisconsin,Menasha,109104.8
"New York","New Rochelle",109087.9
Virginia,Poquoson,108981
Ohio,Mentor,108952.8
California,"Buena Park",108935.8
"New York",Brewster,108763
Pennsylvania,Washington,108745.5
California,Pasadena,108683.5
California,"West Hills",108682.6
"New York",Commack,108618.3
California,Kingsburg,108583
California,Ukiah,108429.5
"New Mexico","Rio Rancho",108392.8
"New York",Elwood,108389
Indiana,Porter,108388.5
Indiana,Warsaw,108319
Tennessee,Sevierville,108209.5
"North Carolina",Summerfield,108197
Florida,"North Miami",108188.7
Michigan,"Oak Park",108184
"New York",Pleasantville,108164
Maryland,Finksburg,108110
Tennessee,Brentwood,108089.7
Texas,Tomball,108081.7
Idaho,Lewiston,107925.8
California,"Los Olivos",107925
Indiana,Logansport,107871.8
California,Corona,107735.1
Maryland,Salisbury,107716.8
Pennsylvania,Sunbury,107709.5
California,"La Habra",107664
"South Dakota","Sioux Falls",107628.6
Massachusetts,Georgetown,107616
Virginia,Williamsburg,107556.2
California,Chico,107537.7
"New Jersey","New Brunswick",107533.2
Connecticut,Sherman,107532
Maine,"Cape Elizabeth",107529
Utah,Orem,107523.5
Pennsylvania,"Upper Darby",107521.5
Colorado,Golden,107503.2
Massachusetts,Essex,107466
California,"Santa Maria",107414.7
Wisconsin,Hubertus,107390
California,"Beverly Hills",107378.7
"New York",Cobleskill,107356.8
Florida,Tallahassee,107240.2
"Rhode Island",Cranston,107184.1
"New Hampshire","New London",107181
Illinois,Aurora,107149.3
Pennsylvania,Bensalem,107074
California,Dublin,107038
Illinois,Herrin,107022.5
Colorado,Niwot,106980
Washington,"Walla Walla",106949
Oregon,"West Linn",106896.3
Massachusetts,Northborough,106872
Connecticut,"East Lyme",106865
"New Jersey",Hewitt,106833
Indiana,Frankfort,106760.5
Kentucky,Danville,106746.5
Michigan,Napoleon,106746
California,"Sierra Madre",106720.5
Utah,"Saratoga Springs",106682
Michigan,"Farmington Hills",106650.6
Michigan,Monroe,106643
Maryland,Clinton,106478
"North Dakota",Minot,106335
"New Jersey",Millington,106279
Pennsylvania,Hanover,106273.8
Ohio,Xenia,106127.5
Massachusetts,"Jamaica Plain",106100.2
Utah,"Salt Lake City",105993
Georgia,Mcdonough,105991.2
Wisconsin,"West Bend",105968.2
Michigan,"Grand Ledge",105947.8
California,"Lake Elsinore",105874.5
California,Burbank,105849.9
Pennsylvania,"West Pittston",105818
Washington,Seattle,105755.8
Washington,Everett,105747.3
Utah,Murray,105667
Mississippi,Pearl,105573.8
Connecticut,"East Hampton",105555.5
California,"Los Gatos",105505
California,Modesto,105321.5
Ohio,Kirtland,105163
"New Jersey","Old Tappan",105133
Oregon,Medford,105092.4
"New York","Highland Falls",105073
Massachusetts,Gloucester,105025.2
"New Hampshire",Bedford,104997
Tennessee,Apison,104990
Kansas,Topeka,104877.4
Florida,Sanford,104867.1
Washington,Renton,104815.2
California,Martinez,104799
"New Jersey","Union City",104683.2
"New Jersey","High Bridge",104639
"New Jersey","West New York",104565.2
Texas,Denison,104562.2
California,Temecula,104545.1
Tennessee,Mcminnville,104528.2
Pennsylvania,"Port Matilda",104495
California,Denair,104491
Pennsylvania,Horsham,104483.5
Illinois,Algonquin,104450.5
California,Northridge,104353.8
California,Atwater,104306.2
"New York","Rego Park",104290.6
"South Carolina",Taylors,104257.2
"New Jersey","Kendall Park",104247
Florida,"Royal Palm Beach",104240.8
Michigan,"Grand Blanc",104231.2
Massachusetts,Billerica,104211.3
Connecticut,Manchester,104157
"New Jersey",Vineland,104151.2
"New Hampshire",Amherst,104111
Florida,Hollywood,104066.6
Nebraska,Norfolk,104002
Wisconsin,"Fond Du Lac",103872
Illinois,"Oak Park",103843.3
California,Lindsay,103841.5
Minnesota,Maplewood,103823.4
"New York",Babylon,103774
Florida,Margate,103748
Washington,Newcastle,103726
"New York",Piermont,103713
California,"La Selva Beach",103680
Maryland,Damascus,103631
Texas,Georgetown,103579.2
Idaho,Nampa,103551.8
California,"Sherman Oaks",103537.8
Washington,Kenmore,103537.3
"New Jersey",Hope,103516
"New Jersey","East Orange",103506.6
California,Eastvale,103469
Minnesota,Excelsior,103456
Illinois,"Highland Park",103436.3
California,"San Bruno",103427
Connecticut,Newtown,103343.5
"New York",Bayville,103254
Georgia,Thomaston,103165
"New Hampshire",Contoocook,103126
Pennsylvania,Harrisburg,103124.7
"New Jersey","E Brunswick",103098
"New York","Hyde Park",103066
Minnesota,"Elko New Market",103051
Tennessee,Murfreesboro,102936.9
"New Jersey","Pine Beach",102910
Maryland,Owings,102879.5
Alabama,Sylacauga,102813.2
Arizona,"Sierra Vista",102620.6
Oregon,Eugene,102514.8
Georgia,Conyers,102507
California,"Santa Ana",102494
Ohio,Reynoldsburg,102368.6
Connecticut,Weatogue,102341.5
Massachusetts,"West Boylston",102279
Texas,Mckinney,102184.9
Virginia,Aldie,102170.5
Texas,Irving,102122.5
"New York",Loudonville,102112
California,Petaluma,102053.9
Pennsylvania,Enola,101950
"New York",Lockport,101893.6
California,"El Cajon",101859.9
"New York",Schuylerville,101824
"New Jersey",Northvale,101809
"New York",Harrison,101808
Kentucky,Georgetown,101767.8
Pennsylvania,Sewickley,101767.7
Pennsylvania,Newtown,101745.3
Pennsylvania,Uniontown,101650.2
Washington,Vancouver,101635.4
Maryland,"Tall Timbers",101617
Massachusetts,Quincy,101575.5
Washington,Sunnyside,101551
"New Jersey","Asbury Park",101498
Kansas,Iola,101488.2
California,Bonita,101437
"Rhode Island","East Greenwich",101405.5
"South Carolina",Anderson,101354.4
Alaska,"Eagle River",101289
"New York","N Massapequa",101280.5
Florida,"Boynton Beach",101273
Connecticut,Shelton,101200.2
"New York",Amagansett,101123
Illinois,"La Grange",101084
Massachusetts,Chelmsford,100969.7
Kentucky,Union,100914.5
California,Orange,100843.8
Pennsylvania,Oreland,100772
Maryland,"Severna Park",100761.3
"New York",Holbrook,100746.7
"South Carolina",Summerville,100735.1
Pennsylvania,York,100710.1
Illinois,Lemont,100652.5
California,Novato,100614.7
California,"San Lorenzo",100609.7
Texas,Tuscola,100607
California,Mather,100588
Texas,Austin,100559.8
Alabama,Fairfield,100515.5
"New York","Roosevelt Island",100418
Texas,"Bridge City",100384
Connecticut,Brooklyn,100367
"New York","New York",100340.4
Louisiana,Metairie,100333.1
Illinois,Bolingbrook,100323.8
"New York","Sag Harbor",100289.7
Arizona,Flagstaff,100245
"New York",Nyack,99878
Connecticut,Oakdale,99826.5
Massachusetts,Groton,99801
California,Woodland,99727.2
Illinois,"Blue Island",99595.5
Colorado,Westminster,99528.4
"New York",Islandia,99516
Massachusetts,Wilbraham,99507
Illinois,Wheaton,99414.4
California,Azusa,99367.2
California,"Newbury Park",99308.7
Massachusetts,Marblehead,99289.3
Alabama,"Pike Road",99257
Washington,"Federal Way",99228.5
Florida,Naples,99219.2
Pennsylvania,"King Of Prussia",99207
California,Goleta,99190
Indiana,Lagrange,99121.2
Ohio,Macedonia,99078
Michigan,"Rochester Hills",99036.1
California,"Monterey Park",99031
Kansas,Stilwell,99030
Illinois,Urbana,99017.5
Pennsylvania,"Clifton Heights",98973
Maryland,Hanover,98963
"New York",Holtsville,98954
Ohio,Troy,98931.5
Minnesota,"White Bear Lake",98913.8
"New Jersey",Quakertown,98909
Hawaii,"Pearl City",98894
"New Mexico",Alamogordo,98873.2
"North Carolina",Morrisville,98872
"New Jersey","Mount Laurel",98867.5
Pennsylvania,Greensburg,98843.2
