state_name,city,"ROUND(AVG(Mean),1)"
"North Carolina",Clinton,46513.3
California,"Clearlake Oaks",46508
Massachusetts,Winchendon,46502
Florida,Clewiston,46491
Kansas,Lincoln,46475
Oklahoma,Verden,46472
Florida,"Winter Haven",46466.2
Washington,Colville,46465
Arkansas,Paragould,46454
"New York","Fort Covington",46446
Virginia,Henry,46445
Michigan,Melvindale,46432.5
Michigan,Taylor,46429.6
Oregon,Enterprise,46428
Ohio,Woodsfield,46427.3
"South Carolina",Richburg,46425.5
Georgia,"Blue Ridge",46424.5
California,Cotati,46420
Georgia,Albany,46413.5
Florida,Labelle,46410.3
Kentucky,Grayson,46394
Arkansas,Keiser,46385
"New York","Dover Plains",46380
"North Carolina",Winston-salem,46372.9
Ohio,Sabina,46370.5
Virginia,Elkton,46336
Iowa,Hartley,46332
Michigan,Mancelona,46327
Arkansas,Saratoga,46324
Alabama,Coosada,46319
Mississippi,Pascagoula,46317.8
Illinois,"South Roxana",46316
"New York","Niagara Falls",46315.8
Mississippi,Leland,46311
Kansas,"Yates Center",46310
"North Carolina",Brevard,46302
Nebraska,Palmer,46299
"West Virginia",Buckhannon,46293
Oklahoma,Shawnee,46290
Arkansas,Perryville,46284
Arkansas,Yellville,46283.5
Florida,"Avon Park",46281.3
Georgia,Rome,46280.3
California,Colton,46271.2
Minnesota,Fosston,46271
Illinois,Swansea,46270
Arkansas,Batesville,46262
Oregon,"Sweet Home",46246
California,Gustine,46245
"Puerto Rico",Guaynabo,46241.2
Ohio,Richwood,46231.5
Michigan,Whittemore,46226
Oklahoma,Arapaho,46225.5
Alabama,Scottsboro,46217.5
Oklahoma,Okc,46217
Missouri,"Union Star",46216
Kentucky,Avawam,46215
Illinois,Sparta,46213
Pennsylvania,"North East",46213
Illinois,Grayville,46211
"North Carolina",Ellerbe,46209.5
Illinois,Kinderhook,46206
Ohio,Belpre,46204
Illinois,"New Boston",46200
"South Carolina",Easley,46193.8
"New York",Gouverneur,46189
California,Westley,46187
Kansas,"Arkansas City",46179.3
Missouri,Bloomfield,46179
Oklahoma,Chelsea,46176
Kansas,Parsons,46174.5
Kentucky,"West Liberty",46171
Michigan,Cadillac,46171
Arkansas,Clarendon,46169.5
Florida,Lauderhill,46151.2
Tennessee,Huntland,46151
Michigan,Kinde,46142
Ohio,Graysville,46135
Missouri,Shelbyville,46135
"North Carolina",Chocowinity,46134
Wisconsin,"La Farge",46131
Washington,"Grand Coulee",46120
Arkansas,Danville,46117
Oregon,Wallowa,46108.5
Texas,"Ore City",46101.5
Wisconsin,Clintonville,46093
Florida,Marianna,46088.2
Oklahoma,Sasakwa,46087
Virginia,Cumberland,46083
Missouri,"Creve Coeur",46081
Michigan,Herron,46080
Louisiana,Kaplan,46076
Kentucky,London,46070.7
Texas,"Carrizo Springs",46069
Missouri,Windsor,46051
Florida,Longwood,46040
Arkansas,Corning,46040
Oklahoma,Kellyville,46039
Oregon,Sutherlin,46039
Missouri,Hermann,46035.5
Florida,Chipley,46034
"New Jersey",Paterson,46017.2
Mississippi,Choctaw,46017
"West Virginia",Barboursville,46016
Kentucky,"Paint Lick",46009
"New York",Bradford,45992
Montana,Libby,45988.5
Mississippi,"Yazoo City",45986.5
Oklahoma,Poteau,45978
Arkansas,Fayetteville,45973.4
Minnesota,Littlefork,45973.3
Alabama,Lafayette,45966
Ohio,"East Liverpool",45963.3
"West Virginia","Mount Hope",45957
Minnesota,Mahnomen,45956
Oklahoma,"Fort Towson",45952
Illinois,Waukegan,45949.3
Louisiana,Labadieville,45945
Ohio,Ashtabula,45939.5
Florida,"Hialeah Gardens",45939
"North Carolina",Harmony,45937
Ohio,"Huber Heights",45935.8
Texas,Jacksonville,45931.3
Oklahoma,Boswell,45931
Missouri,Fredericktown,45908
Arkansas,"Valley Springs",45904
Louisiana,Egan,45900
Missouri,Creighton,45896
Montana,Augusta,45894.5
Minnesota,Wells,45892
Montana,Butte,45889.8
Idaho,Wendell,45889.5
Texas,Sealy,45883
"West Virginia",Beckley,45882
Nebraska,Cozad,45881
Kansas,Mankato,45873.5
Tennessee,Troy,45863
Missouri,Portageville,45863
Oklahoma,Checotah,45857.5
Tennessee,Lawrenceburg,45854.5
Nebraska,"North Bend",45844
Michigan,Boon,45836
Kansas,Norton,45835
Illinois,Milan,45833
Missouri,Jennings,45820
Missouri,Clinton,45818
Colorado,Pueblo,45816.1
Ohio,Danville,45814
Kentucky,"Beaver Dam",45807
Virginia,Warsaw,45803
Texas,Comanche,45801
Iowa,"Dow City",45800
Virginia,Gretna,45797
Illinois,Westville,45795
"North Dakota",Montpelier,45792
Texas,Bowie,45788
Wisconsin,Gilmanton,45785
"South Carolina",Manning,45784
"North Carolina","North Wilkesboro",45774.3
California,Dunsmuir,45774
Kansas,Columbus,45774
Illinois,Sandoval,45773
Alabama,"Ft Payne",45767.5
California,Camptonville,45763
Michigan,Houghton,45762
Ohio,Chesapeake,45741.5
Maine,Greenville,45737
Texas,Benjamin,45731
Kentucky,"Mt Sterling",45728
Oregon,Lapine,45721
"West Virginia","Gauley Bridge",45721
Iowa,Chariton,45720
Indiana,"Fountain City",45717
Massachusetts,Holyoke,45716.4
"North Carolina","Rocky Mount",45712.9
"New York",Oneonta,45708.5
Oregon,Union,45708
Vermont,"North Walpole",45703
"New York",Batavia,45681.7
Texas,Channelview,45678.5
Missouri,Luray,45675
Florida,Gainesville,45673.1
Idaho,Mackay,45673
Florida,"Weeki Wachee",45666
"West Virginia",Belle,45664
Georgia,"Cave Spring",45661.5
Oklahoma,Lookeba,45651.5
Kansas,Herington,45633.5
Florida,Chattahoochee,45631.5
Indiana,Wabash,45631.5
Nebraska,Gering,45630
"North Carolina",Supply,45625
Ohio,"Washington Court House",45621
Oklahoma,Davis,45618
Minnesota,Finlayson,45615
Georgia,Hapeville,45612
Georgia,Arlington,45609
"North Carolina",Laurinburg,45605.8
California,"Desert Hot Springs",45601.5
Iowa,Rockwell,45597
Texas,Aspermont,45593
"South Carolina",Abbeville,45585.7
Iowa,Akron,45577
Pennsylvania,Hawthorn,45574
"South Carolina",Ridgeland,45567
"North Carolina",Lillington,45564
Texas,Burnet,45563.5
"North Carolina",Tarboro,45562.5
Arkansas,Murfreesboro,45561
Wisconsin,"Fountain City",45553
Louisiana,Georgetown,45552.5
California,Kerman,45548
California,"Lake View Terrace",45536
Nebraska,Wayne,45528
"New Hampshire",Lincoln,45525.5
Kentucky,Henderson,45524
Texas,"Texas City",45507.3
Missouri,"Webb City",45500.5
Kentucky,Clearfield,45499
Missouri,"Bell City",45498
Illinois,Centralia,45482.5
Idaho,Orofino,45480
Arkansas,Bay,45468
Nebraska,Lexington,45466.5
Alabama,Lockhart,45465
Arkansas,Poyen,45462.3
Tennessee,Halls,45461
Pennsylvania,Dubois,45448
Florida,Homestead,45447.2
Minnesota,Brainerd,45447
Alabama,Tuscumbia,45442
Michigan,Menominee,45434
Oregon,Jacksonville,45432
Minnesota,Revillo,45425
Kentucky,Shepherdsville,45421
Arizona,Thatcher,45420.7
Ohio,Kent,45404.3
Michigan,Bangor,45404
Arizona,Miami,45393
Mississippi,"New Augusta",45383
Missouri,Washburn,45383
Alabama,Leroy,45381
Idaho,Dubois,45380
Wyoming,Lingle,45379
Alabama,Holt,45374
Utah,Clearfield,45369.3
"South Carolina",Brunson,45365
Ohio,Norwood,45360.3
Louisiana,Vivian,45359
Florida,"El Portal",45359
Pennsylvania,Galeton,45355
Louisiana,Scott,45350.5
Louisiana,Haynesville,45347
Mississippi,"Crystal Springs",45346
"North Dakota",Drake,45325
Indiana,Elkhart,45321.4
Tennessee,Mckenzie,45320.5
Georgia,Plainville,45317
"North Dakota",Harvey,45311
Illinois,Dekalb,45310.2
Virginia,Victoria,45309
Missouri,Matthews,45309
Florida,"East Palatka",45303
Kansas,Sedan,45294
Missouri,Granby,45294
Missouri,Lebanon,45291
Arizona,Young,45288
Montana,Joliet,45287
Texas,Pampa,45285.5
Vermont,Ascutney,45282
Indiana,Clarksville,45282
Indiana,"Cambridge City",45281.5
"South Dakota",Vermillion,45280
Kentucky,Guthrie,45272
Alabama,Sipsey,45265
Missouri,Brookfield,45265
Louisiana,Logansport,45262.5
Indiana,"Hartford City",45256
Pennsylvania,"Belle Vernon",45255
Kentucky,"Betsy Layne",45246
Illinois,Carthage,45243
Wisconsin,Tomah,45239
California,"San Bernardino",45236.6
Tennessee,Erin,45221.5
Pennsylvania,"Mc Keesport",45221.2
Kentucky,Pikeville,45220.7
Minnesota,Ivanhoe,45220
Kansas,"Kansas City",45206.8
Minnesota,"New York Mills",45184
Mississippi,Marks,45182
Alabama,Somerville,45167
Maine,Lee,45167
Missouri,Sullivan,45165.5
Massachusetts,Spencer,45163
Georgia,"West Green",45153.7
Illinois,Tamms,45150
"South Carolina",North,45146
Illinois,Effingham,45144.5
Nebraska,Osmond,45140
Oregon,"John Day",45138
Oklahoma,Okmulgee,45129.3
California,"Rio Dell",45122
Washington,Tenino,45117
Georgia,Dahlonega,45113.7
Michigan,Riverview,45111
Ohio,Arcanum,45107
Georgia,Hahira,45104
Wisconsin,Sparta,45099
Nebraska,"Red Cloud",45098
Tennessee,Robbins,45089.5
Florida,Hawthorne,45087
Washington,Seatac,45085.2
Pennsylvania,"Coal Township",45083.5
Missouri,Noel,45075
Louisiana,Spearsville,45073
Texas,Slaton,45072
Alabama,Princeton,45068
Pennsylvania,"Lock Haven",45055.5
"North Carolina",Warrensville,45055
Virginia,Hopewell,45049
Illinois,Zion,45042
Kansas,Osawatomie,45040
California,Merced,45038.8
California,"Yucca Valley",45030
Oregon,Tillamook,45021.7
Oklahoma,Valliant,45021.5
Georgia,Chatsworth,44975.3
Missouri,"Shell Knob",44971
Ohio,Toledo,44954.8
Michigan,"Elk Rapids",44951.3
"New Hampshire",Peterborough,44942
Oregon,Florence,44932
Ohio,Portsmouth,44925.3
"West Virginia","Left Hand",44921
Florida,"High Springs",44916
Illinois,Carterville,44915
"West Virginia","Oak Hill",44914.5
Vermont,"Bellows Falls",44911
Virginia,Clintwood,44908
Minnesota,Karlstad,44905
Alabama,Jacksonville,44901
Georgia,Bainbridge,44899
Michigan,Barryton,44899
"North Carolina",Bladenboro,44886.5
Florida,Summerfield,44885
Pennsylvania,Elkland,44884
Georgia,Morrow,44877.5
Georgia,Soperton,44877
Kansas,Concordia,44874
Wisconsin,Minong,44873
Florida,Hudson,44872
Kansas,Coldwater,44872
Georgia,Cedartown,44869
Alabama,Fayette,44868.5
Oklahoma,Pittsburg,44865
Pennsylvania,"West Hazleton",44865
Indiana,Monon,44863
Kansas,"Fort Scott",44852
Michigan,"Bay City",44849.9
Pennsylvania,Nanticoke,44844
Kentucky,Lebanon,44843.3
Virginia,Pembroke,44838
Tennessee,Hornbeak,44837
Arkansas,Tuckerman,44836
Pennsylvania,Martinsburg,44835
Arizona,"Mohave Valley",44820.5
Tennessee,Madison,44818.2
Wisconsin,Wabeno,44818
Missouri,"Monroe City",44807
Washington,"Saint John",44803
"New Mexico",Clovis,44802.8
Missouri,Carthage,44791
"New York",Dunkirk,44787
Pennsylvania,Saxton,44784.5
Michigan,"Bad Axe",44783
"West Virginia",Bluefield,44778
Washington,"Ocean Park",44773
"West Virginia",Sissonville,44769
Ohio,"New Lexington",44756
Oklahoma,Mccurtain,44753
"New York",Malone,44737.5
Texas,"Port Arthur",44730.1
Texas,Junction,44728
Idaho,Payette,44720
Florida,Tamarac,44713
Texas,Nacogdoches,44709.2
Ohio,Nelsonville,44709
Pennsylvania,Carbondale,44694
Ohio,Tiltonsville,44691
Georgia,Cleveland,44684
Missouri,Gallatin,44653
Kansas,Marion,44646
Oklahoma,Chattanooga,44643
Kansas,"Ft Riley",44638
Michigan,Hesperia,44635
Wisconsin,Whitewater,44635
Alabama,Ashland,44628
Kentucky,Wittensville,44624
Pennsylvania,"State College",44617.2
Pennsylvania,"Mc Veytown",44617
Texas,"Rising Star",44612
Arkansas,Flippin,44597.5
Missouri,Warrensburg,44589
Tennessee,Crawford,44587
"West Virginia",Kingwood,44586
Georgia,Rockmart,44585.5
Illinois,Johnsonville,44585
Illinois,"Glen Carbon",44584
Mississippi,Monticello,44583
Arizona,"Show Low",44578
"New Mexico",Cimarron,44577.5
Alabama,Millport,44572
Ohio,"Maple Heights",44564
"North Carolina",Casar,44563
Indiana,Kennard,44563
Oklahoma,Lexington,44560
Nebraska,Minden,44559.5
Iowa,Norway,44556
"New Mexico",Texico,44555
Texas,Brownwood,44553.5
"New Hampshire",Stark,44553
Louisiana,Chalmette,44552
Florida,"N Green Acres",44551
Arkansas,Berryville,44546
Kansas,Russell,44545
Nebraska,"Table Rock",44540
Maine,"East Millinocket",44532
Mississippi,Kosciusko,44511.5
Montana,"Seeley Lake",44502
"North Dakota",Oberon,44501
Maryland,"Mt Rainier",44499
Oklahoma,Fairland,44497
Texas,Tyler,44496.9
Ohio,Doylestown,44495
Illinois,"Rock Falls",44491.3
"North Carolina",Marion,44487
Arkansas,Newark,44486.5
Kentucky,"Stamping Ground",44479
Pennsylvania,Altoona,44474.1
California,Chowchilla,44473.7
"New York","Mount Morris",44458.7
Kentucky,Campbellsburg,44458
Kentucky,Eastern,44457
California,Palermo,44454
Tennessee,Dyersburg,44446
"New York",Buffalo,44445.6
Illinois,Galva,44440
Idaho,Hansen,44428
Virginia,Radford,44424
Georgia,Buchanan,44422
California,"El Centro",44411.5
Pennsylvania,Rochester,44406.5
Nebraska,Emerson,44405
Tennessee,Kodak,44401
"South Carolina",Liberty,44399
Ohio,Wapakoneta,44396
Illinois,"Blue Island",44384.2
Missouri,Gerald,44367
Kentucky,Bardwell,44366
Arkansas,"El Dorado",44354.5
Florida,"South Daytona",44354
Ohio,"Van Wert",44350.5
"North Carolina",Dudley,44346.5
Ohio,Sandusky,44344
Wisconsin,Antigo,44335.5
Tennessee,Mosheim,44335
Pennsylvania,Middleburg,44325
Iowa,Washington,44321
Virginia,"Cape Charles",44315
Colorado,Creede,44307
Oklahoma,Stilwell,44305
"North Carolina",Jefferson,44299.5
Wisconsin,Laona,44299
"District of Columbia","Oxon Hill",44296
Texas,Pineland,44290
Ohio,Hamden,44282
Arizona,Eloy,44278
"West Virginia",Union,44265
Indiana,Brazil,44255.5
Tennessee,Parrottsville,44254
California,"Fort Bragg",44250.3
Georgia,Zebulon,44248
Texas,Frost,44245
Georgia,Columbia,44237
Iowa,Mediapolis,44233
Connecticut,Willimantic,44232
Illinois,Mattoon,44221.8
Texas,Linden,44203
"West Virginia",Omar,44201
Tennessee,Memphis,44200.5
Pennsylvania,Warren,44189.5
Nevada,Goldfield,44188
"New Hampshire",Littleton,44188
Virginia,Onley,44182.5
Indiana,Seymour,44165
"West Virginia",Burnsville,44153
Kentucky,Lawrenceburg,44149
Idaho,Burley,44136
"West Virginia",Diana,44136
Arkansas,Caraway,44134
Georgia,Vienna,44128
Florida,"Silver Springs",44126
Alabama,Wedowee,44124
Ohio,"Garfield Heights",44115.7
"New Mexico",Zuni,44114
Georgia,Swainsboro,44110
Michigan,"Howard City",44110
Virginia,Penhook,44107
Iowa,Lamoni,44099
Pennsylvania,Farmington,44099
Tennessee,Cookeville,44098
Louisiana,Chataignier,44094
"South Carolina",Mcbee,44088
Minnesota,Northome,44085
Maryland,Easton,44077
Missouri,"New London",44076
"North Carolina","Southern Pines",44070
Kentucky,Russellville,44050.3
Oklahoma,Commerce,44050
Michigan,"Big Rapids",44033
Wisconsin,"Rice Lake",44014.5
Missouri,Maysville,44011
Florida,Margate,44010.5
Arkansas,"Mountain Home",43999.3
Alabama,Shorter,43995
"West Virginia",Wharton,43989
Kentucky,Leitchfield,43982
Alabama,Guin,43975.5
Arkansas,Donaldson,43972.5
Virginia,Swoope,43972
"New Mexico",Belen,43970
Vermont,"South Royalton",43967
Missouri,Lincoln,43958
"North Carolina",Vale,43957
"West Virginia",Whitesville,43955
Arkansas,"Fort Smith",43954.6
Ohio,Salem,43932
"New Mexico",Socorro,43930.5
Georgia,Baldwin,43920.5
Oklahoma,Hulbert,43918.3
Minnesota,Naytahwaush,43917
Georgia,Riverdale,43907
Oregon,"Falls City",43901
Oklahoma,Muskogee,43887.7
Oregon,Mcminnville,43882.3
Tennessee,Dunlap,43877
Kansas,Larned,43873
Georgia,Forsyth,43869
Ohio,Zanesville,43846.5
California,"Red Bluff",43838.3
Nebraska,"Mc Cook",43838
Texas,Westhoff,43834
Texas,Waco,43830.5
Utah,Price,43821
Pennsylvania,Duncansville,43819
Pennsylvania,Wilkinsburg,43818
Alabama,Saraland,43803
Minnesota,Stewartville,43795
"New Jersey",Lakewood,43782
Minnesota,"Pine River",43777
Alabama,Maplesville,43767
Maine,Unity,43767
California,Oakdale,43765
Illinois,Carbondale,43757.5
Colorado,Bethune,43753
Tennessee,Humboldt,43746
Arizona,Wellton,43742
Texas,Edinburg,43737.5
Nevada,Pahrump,43733.5
Alabama,"Garden City",43726
"North Carolina",Gaston,43725
Texas,"White Settlement",43725
Tennessee,Athens,43723.5
Indiana,Hymera,43715
Florida,"Bowling Green",43710
Illinois,Roseville,43707
Tennessee,Butler,43699
Wisconsin,Ashland,43699
Oklahoma,Watts,43686.5
Michigan,Elsie,43686
Utah,Ephraim,43671
Texas,Kingsville,43667.3
Georgia,Hiawassee,43665
Florida,Sebring,43663.2
Tennessee,Gadsden,43660
Arkansas,"Forrest City",43640
Mississippi,Beaumont,43639
Michigan,Durand,43638
Idaho,"Priest River",43627
Texas,Larue,43620
Iowa,Murray,43619.5
"South Dakota",Mclaughlin,43615
Wisconsin,Winter,43607.5
Michigan,"West Branch",43606.7
Pennsylvania,Hazleton,43600
Missouri,"New Madrid",43590
Indiana,Ramsey,43586
Wisconsin,Tomahawk,43574
Washington,Cheney,43573.5
Missouri,Alton,43568
Mississippi,Inverness,43542.5
"New York",Keeseville,43523
"New Jersey",Wildwood,43521
Minnesota,Westbrook,43514
"North Carolina",Pinetown,43509.2
Missouri,Chaffee,43507
Florida,Belleview,43499.5
Nevada,Dyer,43486
Ohio,Bowerston,43479
Pennsylvania,Upland,43473
Alaska,Mekoryuk,43471
"North Carolina",Henderson,43470
Tennessee,"Maury City",43468
Kentucky,Cadiz,43462
Oklahoma,Calvin,43457
Texas,Roby,43446
Missouri,"Pilot Grove",43441
Michigan,Marshall,43426
Michigan,Bronson,43419
Kentucky,Earlington,43414
Colorado,Saguache,43408.5
Nebraska,Beatrice,43404.7
Texas,Como,43397
Missouri,Auxvasse,43391
Missouri,Marshall,43382.7
Ohio,Orwell,43382
Pennsylvania,"Port Royal",43379
Louisiana,"White Castle",43379
Ohio,Lesage,43377
"New York",Rushford,43376
Florida,Dover,43373
Texas,Texarkana,43367.7
Mississippi,Carthage,43367
Michigan,"Harbor Beach",43363
Illinois,Robbins,43357
Tennessee,Luxora,43356
Kentucky,Columbia,43349
"South Carolina",Blair,43347
Illinois,"River Grove",43345
Ohio,Manchester,43335
Virginia,"South Boston",43334
Iowa,"Lake City",43333
"North Carolina","Mount Olive",43328
Georgia,Metter,43320.5
Texas,Dawson,43315
Oklahoma,Sapulpa,43294.5
Michigan,Leroy,43294
Arkansas,Hardy,43294
Kentucky,Middlesboro,43293
"North Carolina",Cherokee,43293
Tennessee,Harrogate,43281
Georgia,Baxley,43261.5
Texas,"Wolfe City",43257
Pennsylvania,Tioga,43250
Texas,Bryan,43242
Kentucky,Centertown,43242
Florida,"North Lauderdale",43230.6
Alabama,Eufaula,43222
Arkansas,Hector,43222
Tennessee,Camden,43209
Tennessee,Allardt,43209
"North Carolina",Hamlet,43203
Ohio,Coshocton,43199
"New York",Bath,43193.5
Pennsylvania,Flinton,43191.5
Kentucky,Belfry,43191
"North Carolina",Jackson,43187
"North Carolina",Hollister,43180
Oregon,Canyonville,43172
"South Carolina",Lamar,43162.5
Hawaii,Keaau,43161
"South Carolina",Rembert,43147
Florida,"Port Richey",43140.2
Maine,Bangor,43136.7
Oklahoma,Dewar,43127
Michigan,Evart,43118
Missouri,Brunswick,43113
"West Virginia",Rowlesburg,43112
Iowa,Coralville,43107
Texas,"Hughes Springs",43106
Illinois,"Clay City",43105
Utah,Junction,43102
Louisiana,Harvey,43093.3
Colorado,Florence,43093
Minnesota,"Thief River Falls",43090
Texas,"San Augustine",43086
Pennsylvania,Renovo,43078
"West Virginia",Smoot,43075
Michigan,Buchanan,43074
Kansas,Hanover,43071
Florida,Zephyrhills,43069.3
Oregon,Riddle,43068.5
"West Virginia","Birch River",43067
Texas,Webster,43063
Tennessee,Morristown,43042
Illinois,Harrisburg,43034.5
Florida,"Crescent City",43027
Mississippi,Webb,43026
Louisiana,"Greenwell Springs",43016
California,"Thousand Palms",43007
Tennessee,"Jefferson City",43005
Iowa,Massena,43003
Arizona,Somerton,42998
Tennessee,Monterey,42991
Arkansas,Kirby,42990
Nevada,Hawthorne,42980.5
Nebraska,"Nebraska City",42972
Oklahoma,Ada,42968
Indiana,Larwill,42963
Florida,Hialeah,42962.5
Alabama,Leeds,42947
Florida,Okeechobee,42946
"South Carolina",Hemingway,42944.5
Mississippi,Leakesville,42943.5
"North Carolina","Saint Pauls",42936
Michigan,Stanton,42932
Texas,Cactus,42932
Ohio,Middletown,42924.1
Michigan,"Mackinaw City",42913
Minnesota,Hutchinson,42912
Texas,Grandfalls,42910
"West Virginia",Sistersville,42906
California,Shafter,42904
Colorado,Trinidad,42887
Louisiana,Batchelor,42879
Nebraska,Elgin,42877
Arkansas,Timbo,42872
Indiana,Lexington,42868
"New Mexico","Santa Rosa",42842
"North Carolina",Roxboro,42841
Virginia,Emporia,42839.5
Ohio,Niles,42824
Illinois,Creston,42823
Tennessee,Clinton,42820
Georgia,Cairo,42815.5
Ohio,Youngstown,42814.6
Kansas,"St. John",42810.5
California,Lennox,42805
Michigan,Calumet,42804
Georgia,"Forest Park",42804
Oklahoma,Duncan,42795
Georgia,Eatonton,42792.5
Tennessee,Loretto,42790
"North Carolina",Clyde,42789
Tennessee,Jackson,42781.8
"West Virginia",Craigsville,42776
Virginia,Skipwith,42772
Georgia,Lakeland,42770
Pennsylvania,Philipsburg,42769
Mississippi,Houston,42764
Mississippi,Collins,42760
California,Hoopa,42756
Mississippi,Sardis,42753
Mississippi,Gulfport,42748.3
Pennsylvania,Philadephia,42745
Arkansas,Pocahontas,42741.5
"North Carolina","Spring Lake",42733.3
Florida,"Fort Pierce",42724.7
Kansas,Westphalia,42724
Missouri,"Mountain Grove",42720.3
Texas,Cleburne,42717.3
Texas,Coldspring,42705
Georgia,Adrian,42704
Alabama,"Midland City",42703
Illinois,Macomb,42702
Minnesota,"Mountain Lake",42701.5
"North Carolina","Four Oaks",42696
Illinois,Litchfield,42683
Michigan,Linwood,42682
Ohio,"West Portsmouth",42669.5
Louisiana,"Bridge City",42668
Kentucky,Shelbyville,42666
Texas,Uvalde,42644.6
Florida,"Hallandale Beach",42638
Mississippi,Byhalia,42638
California,"North Highlands",42629.5
"North Carolina",Ronda,42629
Missouri,Edwards,42610
Ohio,Orrville,42602
Montana,Opheim,42600
"South Carolina",Spartanburg,42595.3
Illinois,"Dallas City",42585
Arkansas,Rector,42550
Tennessee,"White Pine",42538
Indiana,Rosedale,42532
Arkansas,"Lake City",42530
Ohio,Newcomerstown,42512
Iowa,Anthon,42507
"South Dakota",Leola,42499
Minnesota,Warroad,42499
"New York",Mohawk,42490
California,Hollywood,42480
Missouri,Broseley,42475
Pennsylvania,"Wilkes Barre",42471.1
Missouri,Hornersville,42465
Kansas,Iola,42460.5
Missouri,Williamsville,42439
Iowa,Pomeroy,42422
Texas,Laredo,42403.5
Mississippi,"Moss Point",42403.3
Connecticut,Hartford,42389.7
Idaho,Kamiah,42374
Texas,Mcallen,42365.5
Michigan,Ypsilanti,42342.3
"Puerto Rico",Canovanas,42324
"North Dakota",Selfridge,42318
"New York","Port Leyden",42318
Georgia,Reidsville,42310
Missouri,Bunker,42308
Michigan,"Lake City",42285
Kentucky,Edmonton,42275
Mississippi,Amory,42272.7
Mississippi,Lumberton,42271
Texas,Malakoff,42266
Michigan,Hale,42260
Georgia,Jesup,42246
"South Carolina",Piedmont,42231.5
Maryland,Cumberland,42230.8
Mississippi,Tishomingo,42219
Missouri,Huntsville,42209
Oklahoma,Lawton,42194.6
Ohio,"La Rue",42186
California,Coachella,42170.5
Kentucky,Greenville,42151.2
Colorado,Alamosa,42143
Georgia,"Garden City",42143
Washington,"Oak Harbor",42141.8
Mississippi,Eupora,42141
Missouri,"New Cambria",42139
Arkansas,Camden,42135.8
Nebraska,Butte,42126
Michigan,Lincoln,42117
Pennsylvania,Lansford,42109
Arkansas,London,42109
Michigan,Newberry,42108
Illinois,"Calumet City",42102.8
California,Corning,42098.5
Arkansas,Wheatley,42091.5
Alabama,Moulton,42079
Georgia,Menlo,42077
Texas,Maud,42067
Missouri,Bosworth,42059
Georgia,Adel,42055.3
"North Carolina",Windsor,42053
Michigan,"Sault Sainte Marie",42050.5
"North Carolina",Canton,42048
"South Carolina","Galivants Ferry",42046
Florida,"Key Biscayne",42044
Michigan,Lansing,42040.3
Washington,Bridgeport,42039
Virginia,Cana,42033
"New York",Hammond,42022
Michigan,Watersmeet,42021
"Rhode Island",Woonsocket,41990.2
"South Dakota",Yankton,41985.3
Kentucky,Winchester,41976.2
Georgia,Moultrie,41967.7
Maine,Warren,41967
Ohio,Lockland,41962
Pennsylvania,"Mill Creek",41961
Wisconsin,"New London",41957
"North Carolina",Willard,41941
"South Carolina",Mullins,41929.5
Tennessee,Spencer,41919
Georgia,Macon,41917.6
Texas,Silsbee,41915.5
Kansas,Clyde,41911
Missouri,Senath,41909
Texas,Hempstead,41907
Missouri,Hamilton,41897
Maine,"North Anson",41880
Illinois,Sumner,41874
Connecticut,"New Britain",41869.2
"North Carolina",Hays,41869
Iowa,Winterset,41863
Missouri,"Sugar Creek",41855
"North Carolina","Sandy Ridge",41855
Oklahoma,Carney,41840
Arkansas,Harrisburg,41826
Montana,Worden,41808
Texas,Ennis,41806
Wisconsin,Neopit,41804
Kansas,Partridge,41802
"West Virginia",Romney,41802
Michigan,"White Cloud",41791
Tennessee,Tazewell,41786
Mississippi,Vardaman,41786
Texas,"San Benito",41756.3
Texas,"San Saba",41756
Georgia,Dexter,41749
Michigan,Ecorse,41746
Texas,"El Campo",41746
Texas,Fresno,41738
California,Clearlake,41732
Pennsylvania,Darlington,41729
Oregon,"Mill City",41720
"North Carolina",Winnabow,41702
Texas,"Elysian Fields",41697
Florida,"Lake Butler",41693
Kentucky,Monticello,41682
Florida,"Atlantic Beach",41673
Indiana,Bruceville,41661
Illinois,Vienna,41659
Arizona,Temp,41648
Minnesota,Clinton,41634
Ohio,Geneva,41633.5
Wisconsin,Thorp,41633
"North Carolina",Teachey,41633
Arkansas,Mena,41625
Virginia,Pulaski,41621
Minnesota,"Walnut Grove",41616
"North Carolina",Kinston,41615
Kentucky,"Junction City",41613.5
California,Mcfarland,41606
Iowa,Wayland,41586
Arkansas,Bauxite,41559
Michigan,Owosso,41553
Missouri,"Pierce City",41551.5
California,"Borrego Springs",41547
Kentucky,Virgie,41545
Kentucky,Staffordsville,41542
Tennessee,Hohenwald,41536
Florida,"North Miami",41535.6
"North Carolina",Raeford,41525
Idaho,Caldwell,41521
"North Carolina","Haw River",41517
Michigan,Alba,41510
Louisiana,Tallulah,41481
Missouri,"Queen City",41479.5
Georgia,Millen,41475.7
Oklahoma,Eufaula,41470
Maine,Dexter,41468
Oregon,"Rogue River",41468
California,Holtville,41460
Tennessee,Whitwell,41450.5
Nebraska,Crete,41442
Tennessee,Surgoinsville,41439
Tennessee,Elizabethton,41428.8
Ohio,Sardinia,41417
"South Carolina","Heath Springs",41406.5
Iowa,Melcher,41405
"North Carolina","Siler City",41391
Maine,"Van Buren",41387
